,x,y
0,0.0,-0.1729394146408394
1,1.0751201816971523,-0.1729394146408394
2,2.1502403633943046,-0.1729394146408394
3,3.2253605450914566,-0.1729394146408394
4,4.300480726788609,-0.1729394146408394
5,5.375600908485762,-0.1729394146408394
6,6.450721090182914,-0.1729394146408394
7,7.525841271880067,-0.1729394146408394
8,8.600961453577218,-0.1729394146408394
9,9.67608163527437,-0.1729394146408394
10,10.751201816971522,-0.1729394146408394
11,11.826321998668673,-0.1729394146408394
12,12.901442180365825,-0.1729394146408394
13,13.976562362062976,-0.1729394146408394
14,15.051682543760128,-0.1729394146408394
15,16.12680272545728,-0.1729394146408394
16,17.201922907154433,-0.1729394146408394
17,18.277043088851585,-0.1729394146408394
18,19.352163270548736,-0.1729394146408394
19,20.427283452245888,-0.1729394146408394
20,21.50240363394304,-0.1729394146408394
21,22.57752381564019,-0.1729394146408394
22,23.652643997337343,-0.1729394146408394
23,24.727764179034494,-0.1729394146408394
24,25.802884360731646,-0.1729394146408394
25,26.878004542428798,-0.1729394146408394
26,27.95312472412595,-0.1729394146408394
27,29.0282449058231,-0.1729394146408394
28,30.103365087520253,-0.1729394146408394
29,31.178485269217404,-0.1729394146408394
30,32.253605450914556,-0.1729394146408394
31,33.32872563261171,-0.1729394146408394
32,34.40384581430886,-0.1729394146408394
33,35.47896599600601,-0.1729394146408394
34,36.55408617770316,-0.1729394146408394
35,37.629206359400314,-0.1729394146408394
36,38.704326541097466,-0.1729394146408394
37,39.77944672279462,-0.1729394146408394
38,40.85456690449177,-0.1729394146408394
39,41.92968708618892,-0.1729394146408394
40,43.00480726788607,-0.1729394146408394
41,44.079927449583224,-0.1729394146408394
42,45.155047631280375,-0.1729394146408394
43,46.23016781297753,-0.1729394146408394
44,47.30528799467468,-0.1729394146408394
45,48.38040817637183,-0.1729394146408394
46,49.45552835806898,-0.1729394146408394
47,50.53064853976613,-0.1729394146408394
48,51.605768721463285,-0.15902465382788514
49,52.68088890316044,-0.13119513220197665
50,53.75600908485759,-0.0894508497631139
51,54.83112926655474,-0.033791806511296915
52,55.90624944825189,0.03578199755347432
53,56.98136962994904,0.1192705624311998
54,58.056489811646195,0.21667388812187952
55,59.131609993343346,0.32799197462551344
56,60.2067301750405,0.4532248219421017
57,61.28185035673765,0.5923724300716441
58,62.3569705384348,0.7454347990141408
59,63.43209072013195,0.9030668545259719
60,64.50721090182911,1.060698910037803
61,65.58233108352627,1.2183309655496342
62,66.65745126522343,1.3759630210614653
63,67.73257144692059,1.5335950765732964
64,68.80769162861775,1.6912271320851275
65,69.8828118103149,1.8488591875969587
66,70.95793199201206,2.0064912431087896
67,72.03305217370922,2.1641232986206207
68,73.10817235540638,2.321755354132452
69,74.18329253710354,2.479387409644283
70,75.2584127188007,2.637019465156114
71,76.33353290049786,2.794651520667945
72,77.40865308219502,2.9522835761797763
73,78.48377326389218,3.1099156316916075
74,79.55889344558933,3.2675476872034386
75,80.63401362728649,3.4251797427152697
76,81.70913380898365,3.5688970374141467
77,82.78425399068081,3.6986995713000694
78,83.85937417237797,3.8145873443730376
79,84.93449435407513,3.9165603566330516
80,86.00961453577229,4.004618608080111
81,87.08473471746944,4.078762098714217
82,88.1598548991666,4.138990828535368
83,89.23497508086376,4.185304797543565
84,90.31009526256092,4.217704005738808
85,91.38521544425808,4.2361884531210965
86,92.46033562595524,4.240758139690431
87,93.5354558076524,4.240758139690431
88,94.61057598934956,4.240758139690431
89,95.68569617104671,4.240758139690431
90,96.76081635274387,4.240758139690431
91,97.83593653444103,4.240758139690431
92,98.91105671613819,4.240758139690431
93,99.98617689783535,4.240758139690431
94,101.06129707953251,4.240758139690431
95,102.13641726122967,4.240758139690431
96,103.21153744292683,4.240758139690431
97,104.28665762462398,4.240758139690431
98,105.36177780632114,4.240758139690431
99,106.4368979880183,4.240758139690431
100,107.51201816971546,4.240758139690431
101,108.58713835141262,4.240758139690431
102,109.66225853310978,4.240758139690431
103,110.73737871480694,4.240758139690431
104,111.8124988965041,4.240758139690431
105,112.88761907820125,4.240758139690431
106,113.96273925989841,4.240758139690431
